###############################################################
## Evolution started on Mon May 25 23:48:30 2020
###############################################################
0 	 0.1976786710 	 0.0514580112 	 0.0000000000
1 	 0.1998349763 	 0.1199428316 	 0.0000000000
2 	 0.2003441174 	 0.1254751405 	 0.0000000000
3 	 0.2017065024 	 0.1498856619 	 0.0000000000
4 	 0.2017065024 	 0.1614138942 	 0.0000000000
5 	 0.2022093757 	 0.1572693112 	 0.0000000000
6 	 0.2048536267 	 0.1622399323 	 0.0000000000
7 	 0.2068598212 	 0.1696403092 	 0.0000000000
8 	 0.2068598212 	 0.1746598288 	 0.0000000000
9 	 0.2346186944 	 0.1692380492 	 0.0000000000
10 	 0.2356567482 	 0.1645714074 	 0.0000000000
11 	 0.2356567482 	 0.1865228202 	 0.0000000000
12 	 0.2361203506 	 0.1879578224 	 0.0000000000
13 	 0.2361203506 	 0.1895211520 	 0.0000000000
14 	 0.2361203506 	 0.2004646803 	 0.0429391379
15 	 0.2384078703 	 0.1750584996 	 0.0000000000
16 	 0.2384078703 	 0.1844494822 	 0.0000000000
17 	 0.2384078703 	 0.1815562828 	 0.0000000000
18 	 0.2390858099 	 0.1857818604 	 0.0000000000
19 	 0.2416981914 	 0.1992092340 	 0.0000000000
20 	 0.2430811464 	 0.1853939146 	 0.0000000000
21 	 0.2510594383 	 0.2002887950 	 0.0000000000
22 	 0.2632222910 	 0.1808741723 	 0.0000000000
23 	 0.2632222910 	 0.2008675822 	 0.0000000000
24 	 0.2632222910 	 0.2054659695 	 0.0000000000
25 	 0.2632222910 	 0.1846305517 	 0.0000000000
26 	 0.2632222910 	 0.2011074738 	 0.0000000000
27 	 0.2632222910 	 0.1918304028 	 0.0000000000
28 	 0.2632222910 	 0.1966420211 	 0.0000000000
29 	 0.2632222910 	 0.1796222910 	 0.0000000000
30 	 0.2632222910 	 0.1651115120 	 0.0000000000
31 	 0.2697726889 	 0.1742519481 	 0.0000000000
32 	 0.2843194566 	 0.1803293486 	 0.0000000000
33 	 0.2843194566 	 0.1929731554 	 0.0000000000
34 	 0.2843194566 	 0.1726366055 	 0.0000000000
35 	 0.2925309615 	 0.1893386127 	 0.0000000000
36 	 0.2925309615 	 0.1705111626 	 0.0000000000
37 	 0.2925309615 	 0.1805778440 	 0.0000000000
38 	 0.2930582794 	 0.1880470805 	 0.0000000000
39 	 0.2950760243 	 0.1959099362 	 0.0000000000
40 	 0.2950760243 	 0.1691643792 	 0.0000000000
41 	 0.2955091908 	 0.1646832858 	 0.0000000000
42 	 0.2962760067 	 0.1941717173 	 0.0000000000
43 	 0.2962760067 	 0.1701317800 	 0.0000000000
44 	 0.2985680354 	 0.1744933467 	 0.0000000000
45 	 0.2991488490 	 0.1697737836 	 0.0000000000
46 	 0.2991488490 	 0.1716103865 	 0.0000000000
47 	 0.2991488490 	 0.1793031391 	 0.0000000000
48 	 0.2991488490 	 0.1975983343 	 0.0000000000
49 	 0.2991488490 	 0.2043932587 	 0.0000000000
50 	 0.3003212647 	 0.1971407345 	 0.0000000000
51 	 0.3004448726 	 0.1889859758 	 0.0000000000
52 	 0.3004448726 	 0.1689493977 	 0.0000000000
53 	 0.3031051628 	 0.1890602499 	 0.0000000000
54 	 0.3041577910 	 0.1885574057 	 0.0000000000
55 	 0.3041577910 	 0.1805288420 	 0.0000000000
56 	 0.3041577910 	 0.1560790035 	 0.0000000000
57 	 0.3041577910 	 0.1780617918 	 0.0000000000
58 	 0.3041577910 	 0.1952150836 	 0.0000000000
59 	 0.3041577910 	 0.1949393612 	 0.0000000000
60 	 0.3041577910 	 0.1830024119 	 0.0000000000
61 	 0.3047958274 	 0.2037423285 	 0.0000000000
62 	 0.3054100485 	 0.2000246267 	 0.0000000000
63 	 0.3054100485 	 0.1979780151 	 0.0000000000
64 	 0.3054100485 	 0.2044597061 	 0.0000000000
65 	 0.3054100485 	 0.2219927801 	 0.0000000000
66 	 0.3108583432 	 0.2107052093 	 0.0000000000
67 	 0.3108583432 	 0.2003755298 	 0.0000000000
68 	 0.3108583432 	 0.2114604517 	 0.0000000000
69 	 0.3127639083 	 0.1798854582 	 0.0000000000
70 	 0.3131192009 	 0.2026042298 	 0.0000000000
71 	 0.3131192009 	 0.2003232641 	 0.0000000000
72 	 0.3131192009 	 0.2008803863 	 0.0000000000
